,Name,Year,Genres,Rating,Duration,Actors,Director,Average Rating,Budget,Opening Weekend,Gross US,Gross WW,Language,Production Company
4609,Thunderheart,1992,"['Crime', 'Mystery', 'Thriller']",R,119,"['Val Kilmer', 'Sam Shepard', 'Graham Greene', 'Fred Ward']",Michael Apted,6.8,15000000,4507425,22660758,NA,"['English', 'Sioux']","['TriStarPictures', 'TribecaProductions', 'WaterhorseProductions']"
4610,Trespass,1992,[],R,101,[],NA,6.2,14000000,NA,13747138,NA,['English'],['UniversalPictures']
4611,Children of the Corn II: The Final Sacrifice,1992,[],R, 92,[],NA,4.3,900000,2719750,6980986,NA,['English'],"['CornCobbProductions', 'DimensionFilms', 'FifthAvenueEntertainment']"
4612,Cop & \xc2\xbd,1993,[],P, 97,[],NA,3.9,14000000,NA,31888805,40689691,['English'],"['ImagineFilmsEntertainment', 'St.PetersburgClearwaterFilmCommission', 'UniversalPictures']"
4613,Sidekicks,1992,[],P,101,[],NA,5.0,NA,NA,17180393,NA,['English'],"['GalleryFilms', 'VisionPDG']"
4614,Flesh and Bone,1993,"['Drama', 'Mystery', 'Romance']",R,126,"['Dennis Quaid', 'Meg Ryan', 'James Caan', 'Julia McNeal']",Steve Kloves,6.3,NA,NA,9488998,NA,['English'],"['MirageEnterprises', 'SpringCreekProductions']"
4615,Mr. Nanny,1993,"['Action', 'Comedy', 'Family']",P, 84,"['Hulk Hogan', 'Sherman Hemsley', 'Afa Anoai', 'Ed Leslie']",Michael Gottlieb,3.7,10000000,NA,4247162,NA,"['English', 'German']","['NewLineCinema', 'EntertainmentFilm']"
4616,Brainscan,1994,"['Comedy', 'Horror', 'Sci-Fi', 'Thriller']",R, 96,"['Edward Furlong', 'Frank Langella', 'T. Ryder Smith', 'Amy Hargreaves']",John Flynn,6.1,NA,1725000,4264509,NA,['English'],"['AdmireProductionsLtd.', 'CoralProductions']"
4617,Guarding Tess,1994,"['Comedy', 'Drama']",P, 96,"['Shirley MacLaine', 'Nicolas Cage', 'Austin Pendleton', 'Edward Albert']",Hugh Wilson,6.2,20000000,NA,27053498,NA,['English'],"['ChannelFilms', 'TriStarPictures']"
4618,A Low Down Dirty Shame,1994,[],R,NA,[],NA,6.0,10000000,NA,29392418,NA,['English'],"['CaravanPictures', 'HollywoodPictures']"
4619,Milk Money,1994,"['Comedy', 'Romance']",P,110,"['Melanie Griffith', 'Ed Harris', 'Michael Patrick Carter', 'Malcolm McDowell']",Richard Benjamin,5.5,NA,NA,18137661,NA,['English'],"['ParamountPictures', 'TheKennedy/MarshallCompany']"
4620,Candyman: Farewell to the Flesh,1995,Horror,R, 93,"['Tony Todd', 'Kelly Rowan', 'William O\\u0027Leary', 'Bill Nunn']",Bill Condon,5.3,NA,NA,13940383,NA,['English'],"['PolyGramFilmedEntertainment', 'PropagandaFilms']"
4621,How to Make an American Quilt,1995,[],P,117,[],NA,6.2,10000000,NA,23574130,41174130,['English'],"['UniversalPictures', 'AmblinEntertainment']"
4622,Losing Isaiah,1995,Drama,R,111,"['Jessica Lange', 'Halle Berry', 'David Strathairn', 'Cuba Gooding Jr.']",Stephen Gyllenhaal,6.4,17000000,NA,7603766,900000,['English'],['ParamountPictures']
4623,Magic in the Water,1995,"['Adventure', 'Family', 'Fantasy']",P, 98,"['Mark Harmon', 'Harley Jane Kozak', 'Joshua Jackson', 'Sarah Wayne']",Rick Stevenson,5.8,NA,NA,2643346,NA,"['English', 'Dutch']","['OxfordFilmCompany', 'PacificMotionPictures', 'TriStarPictures']"
4624,Before and After,1996,[],P,108,[],NA,6.1,35000000,4023815,8797839,NA,['English'],"['CaravanPictures', 'HollywoodPictures']"
4625,The Great White Hype,1996,[],R, 91,[],NA,5.4,NA,NA,7874000,NA,['English'],"['AtmanEntertainment', 'FredBernerFilms', 'TwentiethCenturyFox']"
4626,Race the Sun,1996,"['Adventure', 'Comedy', 'Drama']",P,100,"['Halle Berry', 'Jim Belushi', 'Bill Hunter', 'Casey Affleck']",Charles T. Kanganis,5.4,NA,1116504,1945552,NA,"['English', 'Hawaiian', 'Russian']",['TriStarPictures']
4627,My Fellow Americans,1996,[],P,101,[],NA,6.5,21500000,2860334,22294341 16 March 1997,NA,"['English', 'Spanish']","['PetersEntertainment', 'StorylineEntertainment']"
4628,Gang Related,1997,"['Action', 'Crime', 'Drama', 'Romance', 'Thriller']",R,NA,"['Jim Belushi', 'Tupac Shakur', 'Lela Rochon', 'Dennis Quaid']",Jim Kouf,6.5,NA,3286065,5790448 9 November 1997,NA,['English'],"['OrionPictures', 'Kouf/BigelowProductions', 'BlueRiderPictures']"
4629,Free Willy 3: The Rescue,1997,[],P, 86,[],NA,4.7,NA,992651,3519178 21 September 1997,NA,['English'],"['WarnerBros.', 'RegencyEnterprises', 'Donner/Shuler-DonnerProductions']"
4630,Mad City,1997,"['Crime', 'Drama', 'Thriller']",P,NA,"['John Travolta', 'Dustin Hoffman', 'Alan Alda', 'Mia Kirshner']",Costa-Gavras,6.2,50000000,4649742,10556196 11 January 1998,NA,['English'],"['WarnerBros.', 'ArnoldKopelsonProductions', 'PunchProductions']"
4631,Desperate Measures,1998,"['Action', 'Crime', 'Drama', 'Thriller']",R,100,"['Michael Keaton', 'Andy Garcia', 'Brian Cox', 'Marcia Gay Harden']",Barbet Schroeder,6.1,50000000,5833412,13806137 19 April 1998,NA,['English'],"['MandalayEntertainment', 'Eaglepoint']"
4632,Woo,1998,"['Comedy', 'Romance']",R, 84,"['Jada Pinkett Smith', 'Tommy Davidson', 'Duane Martin', 'Michael Ralph']",Daisy von Scherler Mayer,4.0,13000000,2517263,8026971 16 August 1998,NA,['English'],"['GothamEntertainmentGroup', 'NewDealProductions']"
4633,I\'ll Be Home for Christmas,1998,"['Comedy', 'Family']",P, 86,"['Jonathan Taylor Thomas', 'Jessica Biel', 'Adam LaVorgna', 'Gary Cole']",Arlene Sanford,5.4,30000000,3898293,12213678 17 January 1999,NA,['English'],"['WaltDisneyPictures', 'MandevilleFilms', 'KyraProductions']"
4634,Living Out Loud,1998,[],R,100,[],NA,6.6,12000000,169747,12902790 28 February 1999,NA,['English'],"['JerseyFilms', 'NewLineCinema']"
4635,One True Thing,1998,[],R,127,[],NA,7.0,30000000,6606455,23245840,NA,"['English', 'Portuguese']","['MonarchPictures', 'Ufland', 'UniversalPictures']"
4636,In Too Deep,1999,"['Crime', 'Thriller', 'Drama']",R, 95,"['Omar Epps', 'LL Cool J', 'Nia Long', 'Stanley Tucci']",Michael Rymer,6.2,7000000,4220297,14003141 7 November 1999,NA,['English'],"['DimensionFilms', 'Miramax', 'SuntaurEntertainmentCompany']"
4637,Outside Providence,1999,"['Comedy', 'Drama', 'Romance']",R, 96,"['Shawn Hatosy', 'Amy Smart', 'Alec Baldwin', 'Tommy Bone']",Michael Corrente,6.4,7000000,3370662,7292175 10 October 1999,NA,['English'],"['Miramax', 'EagleBeach']"
4638,Eye of the Beholder,1999,[],R,109,[],NA,4.9,35000000,5959447,16459004 26 March 2000,NA,['English'],"['AmbridgeFilmPartnership', 'BehaviourWorldwide', 'EyeoftheBeholderLtd.']"
4639,What Planet Are You From?,2000,[],R,105,[],NA,5.6,60000000,3008746,6291602 26 March 2000,NA,['English'],"['Brillstein-GreyEntertainment', 'ColumbiaPicturesCorporation', 'WhatPlanetAreYouFrom?Productions']"
4640,Bless the Child,2000,"['Crime', 'Drama', 'Horror', 'Thriller']",R,107,"['Kim Basinger', 'Jimmy Smits', 'Rufus Sewell', 'Holliston Coleman']",Chuck Russell,5.1,65000000,9413684,29374178 5 November 2000,NA,['English'],"['ParamountPictures', 'IconEntertainmentInternational', 'MunichFilmPartners&Company(MFP)BTCProductions']"
4641,I Dreamed of Africa,2000,"['Adventure', 'Drama', 'Romance']",P,114,"['Kim Basinger', 'Vincent Perez', 'Liam Aiken', 'Garrett Strommen']",Hugh Hudson,5.6,50000000,2411445,6543194 25 June 2000,NA,['English'],"['ColumbiaPicturesCorporation', 'Jaffilms']"
4642,Empire,2002,"['Crime', 'Drama', 'Thriller']",R, 90,"['John Leguizamo', 'Peter Sarsgaard', 'Denise Richards', 'Vincent Laresca']",Franc. Reyes,6.0,3500000,6281415,17504595 26 January 2003,NA,"['English', 'Spanish']","['ArenasEntertainment', 'Bigel/MailerFilms', 'UniversalPictures']"
4643,Pinocchio,2002,[],NA,108,[],NA,4.3,            Budget:€40000000,1151463,3684305,41323171,['Italian'],"['MelampoCinematografica', 'CecchiGoriGroupFin.Ma.Vi.']"
4644,My Baby\'s Daddy,2004,Comedy,P,NA,"['Eddie Griffin', 'Anthony Anderson', 'Michael Imperioli', 'Paula Jai Parker']",Cheryl Dunye,4.6,NA,7548819,17321573 14 March 2004,NA,['English'],"['Miramax', 'Brillstein-GreyEntertainment', 'ImmortalEntertainment']"
4645,Doogal,2006,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",NA, 85,"['Jon Stewart', 'Judi Dench', 'Daniel Tay', 'Jimmy Fallon']",NA,2.8,20000000,3605899,7382993 26 March 2006,NA,['English'],"['TheWeinsteinCompany', 'Path\\xc3\\xa9', 'UKFilmCouncil']"
4646,The Perfect Holiday,2007,"['Comedy', 'Family', 'Fantasy', 'Romance']",P,NA,"['Gabrielle Union', 'Morris Chestnut', 'Queen Latifah', 'Faizon Love']",Lance Rivera,4.5,20000000,2283360,5809663 3 February 2008,NA,['English'],"['CapitalArtsEntertainment', 'DestinationFilms', 'FlavorUnitEntertainment']"
4647,The Oogieloves in the Big Balloon Adventure,2012,"['Adventure', 'Family', 'Fantasy', 'Musical']",NA,NA,"['Jaime Pressly', 'Cloris Leachman', 'Christopher Lloyd', 'Chazz Palminteri']",Matthew Diamond,6.0,5000000,443901,1064277 16 September 2012,NA,['English'],"['BigBalloonAdventureMovie', 'KennViselmanPresents']"
4648,Rory O\'Shea Was Here,2004,[],R,104,[],NA,7.9,NA,6079,21864 20 February 2005,NA,['English'],"['WT2Productions', 'B\\xc3\\xb3rdScann\\xc3\\xa1nnah\\xc3\\x89ireann', 'OctagonFilms']"
4649,Chaos,2005,"['Horror', 'Thriller']",NA, 74,"['Kevin Gage', 'Sage Stallone', 'Kelly K.C. Quann', 'Maya Barovich']",David DeFalco,3.3,1000000,NA,NA,NA,['English'],[]
4650,ThanksKilling,2009,[],NA, 70,[],NA,4.3,3500,NA,NA,NA,['English'],['InBroadDaylightFilms']
4651,Snow Cake,2006,"['Drama', 'Romance']",NA,112,"['Alan Rickman', 'Sigourney Weaver', 'Carrie-Anne Moss', 'Emily Hampshire']",Marc Evans,7.6,            Budget:€3000000,16113,26014 10 June 2007,NA,['English'],"['RevolutionFilms', 'RhombusMedia', '2EntertainVideo']"
4652,Dark Floors,2008,[],R, 85,[],NA,4.5,            Budget:€4300000,NA,NA,NA,['English'],"['KisiProduction', 'SolarFilms', 'TheIcelandicFilmcompany']"
4653,The World Unseen,2007,"['Drama', 'Romance']",P, 93,"['Lisa Ray', 'Sheetal Sheth', 'Parvin Dabas', 'Nandana Sen']",Shamim Sarif,6.7,NA,9031,16832 23 November 2008,NA,['English'],"['EnlightenmentProductions', 'DOProductions']"
4654,Magicians,2007,Comedy,NA, 90,"['Robert Webb', 'David Mitchell', 'Sarah Hadland', 'Paul Mark Elliott']",Andrew O\u0027Connor,6.0,NA,NA,NA,NA,['English'],"['BreakoutFilms', 'IntermediaFilms', 'UniversalPictures']"
4655,London to Brighton,2006,"['Crime', 'Drama', 'Thriller']",R, 85,"['Lorraine Stanley', 'Georgia Groome', 'Johnny Harris', 'Nathan Constance']",Paul Andrew Williams,7.0,            Budget:£500000,NA,NA,NA,['English'],"['SteelMillPictures', 'WellingtonFilms', 'LTBFilmsLimited']"
4656,Boogeyman 2,2007,"['Drama', 'Horror', 'Thriller']",NA, 93,"['Danielle Savre', 'Matt Cohen', 'Chrissy Calhoun', 'Michael Graziadei']",Jeff Betancourt,5.2,4500000,NA,NA,NA,['English'],"['DestinationFilms', 'GhostHousePictures']"
4657,Ellie Parker,2005,[],R,NA,[],NA,5.7,NA,10299,34410,NA,['English'],"['StrandReleasing', 'KailuaProductions']"
4658,Flight of the Living Dead,2007,"['Action', 'Horror', 'Sci-Fi']",NA, 94,"['David Chisum', 'Kristen Kerr', 'Kevin J. O\\u0027Connor', 'Richard Tyson']",Scott Thomas,5.2,NA,NA,NA,NA,['English'],"['ImageworksEntertainmentInternational', 'PacificEntertainmentGroup']"
4659,Dream Boy,2008,"['Drama', 'Romance']",R, 90,"['Stephan Bender', 'Thomas Jay Ryan', 'Diana Scarwid', 'Tom Gilroy']",James Bolton,6.1,1200000,2243,6319 27 June 2010,NA,['English'],"['GarbusKroupaEntertainment', 'MettrayReformatoryPictures', 'TetrahedronProductions']"
4660,The Zombie Diaries,2006,"['Horror', 'Sci-Fi']",R,NA,"['Scott Ainslie', 'Toby Bowman', 'Victoria Summer', 'Juliet Forester']",NA,4.1,            Budget:£8100,NA,NA,NA,['English'],"['BleedingEdgeFilms', 'OffWorldFilms']"
4661,Edmond,2005,[],R, 82,[],NA,6.3,10000000,19253,131617 15 October 2006,NA,['English'],"['120dBFilms', 'CatfishProductions', 'CodeEntertainment']"
4662,The Zodiac,2005,"['Crime', 'Drama', 'Horror', 'Mystery', 'Thriller']",R, 97,"['Justin Chambers', 'Robin Tunney', 'Rory Culkin', 'William Mapother']",Alexander Bulkley,5.4,1000000,20578,44785 2 April 2006,NA,['English'],"['BlackwaterFilms', 'ShadowMachine', 'MyriadPictures']"
4663,The Wendell Baker Story,2005,"['Comedy', 'Drama', 'Romance']",P, 99,"['Luke Wilson', 'Eva Mendes', 'Seymour Cassel', 'Jacob Vargas']",NA,5.5,8000000,48120,127144 8 July 2007,NA,"['English', 'Spanish']","['M\\xc3\\xb6biusEntertainment', 'MHFZweiteAcademyFilm', 'FranchisePictures']"
4664,Wieners,2008,[],R,NA,[],NA,4.4,8000000,NA,NA,NA,['English'],['BraveartFilms']
4665,Chromophobia,2005,[],NA,136,[],NA,6.2,10000000,NA,NA,NA,['English'],"['QuintaCommunications', 'RotholzPictures']"
4666,Ginger Snaps 2: Unleashed,2004,[],R, 94,[],NA,6.5,            Budget:CAD 3500000,NA,NA,NA,['English'],['CopperheartEntertainment']
4667,The Last Shot,2004,[],R, 93,[],NA,5.7,NA,164801,463730 14 November 2004,NA,['English'],"['Morra', 'Brezner', 'SteinbergandTenenbaumEntertainment(MBST)', 'MandevilleFilms', 'BurroProductions']"
4668,P.S.,2004,"['Comedy', 'Drama', 'Fantasy', 'Romance']",R, 97,"['Laura Linney', 'Topher Grace', 'Marcia Gay Harden', 'Gabriel Byrne']",Dylan Kidd,6.2,NA,18710,175408 28 November 2004,NA,['English'],"['HartSharpEntertainment', 'FortissimoFilms']"
4669,Jack Brooks: Monster Slayer,2007,"['Action', 'Comedy', 'Horror', 'Sci-Fi']",R, 85,"['Robert Englund', 'Trevor Matthews', 'Daniel Kash', 'David Fox']",Jon Knautz,6.0,            Budget:CAD 2500000,NA,NA,NA,['English'],"['BrookstreetPictures', 'SoundVentureProductions']"
4670,Dead Birds,2004,"['Horror', 'Thriller', 'Western']",R, 91,"['Henry Thomas', 'Patrick Fugit', 'Nicki Aycox', 'Michael Shannon']",Alex Turner,5.7,1500000,NA,NA,NA,['English'],"['SilverNitratePictures', 'DeadBirdsFilms']"
4671,Fat Slags,2004,Comedy,NA, 75,"['Fiona Allen', 'Sophie Thompson', 'Jerry O\\u0027Connell', 'Anthony Head']",Ed Bye,2.6,NA,NA,NA,NA,['English'],"['ArtistsIndependentProductions', 'EntertainmentFilmDistributors', 'FunnyFilms']"
4672,Blonde Ambition,2007,"['Comedy', 'Romance']",P, 93,"['Jessica Simpson', 'Luke Wilson', 'Rachael Leigh Cook', 'Penelope Ann Miller']",Scott Marshall,3.9,10000000,1771,6422,Cumulative Worldwide Gross: €9465442 20 July 2008,"['English', 'Norwegian']","['MillenniumFilms', 'PapaJoeFilms']"
4673,Flakes,2007,Comedy,NA,NA,"['Aaron Stanford', 'Zooey Deschanel', 'Christopher Lloyd', 'Ryan Donowho']",Michael Lehmann,6.0,NA,476,778 23 December 2007,NA,['English'],['InDigEnt(IndependentDigitalEntertainment)']
4674,The Groomsmen,2006,"['Comedy', 'Drama', 'Music', 'Romance']",R, 98,"['Edward Burns', 'Matthew Lillard', 'Brittany Murphy', 'Heather Burns']",Edward Burns,6.2,3000000,NA,128585 24 September 2006,NA,['English'],"['MarlboroRoadGangProductions', 'BauerMartinezStudios', 'BlueRiderPictures']"
4675,Criminal,2004,[],R, 87,[],NA,6.4,NA,283209,14688078 22 May 2016,NA,"['English', 'Spanish']","['WarnerIndependentPictures(WIP)', '2929Productions', 'SectionEight']"
4676,The Go-Getter,2007,"['Comedy', 'Drama']",R, 93,"['Lou Taylor Pucci', 'Zooey Deschanel', 'M. Ward', 'Judy Greer']",Martin Hynes,6.7,NA,NA,NA,NA,"['English', 'Spanish']","['EtCeteraFilms', 'Fillmore', 'TwoRoadsEntertainment']"
4677,Douches froides,2005,[],NA,102,[],NA,6.2,NA,NA,NA,NA,"['French', 'English']","['WhyNotProductions', 'Canal+', 'TPSStar']"
4678,Gray Matters,2006,"['Comedy', 'Romance']",P, 96,"['Heather Graham', 'Tom Cavanagh', 'Bridget Moynahan', 'Molly Shannon']",Sue Kramer,5.8,NA,25711,59619 11 March 2007,NA,['English'],"['BellaFilms', 'BobYariProductions', 'ContagiousEntertainment']"
4679,Control,2004,"['Crime', 'Sci-Fi', 'Thriller']",R,104,"['Ray Liotta', 'Willem Dafoe', 'Michelle Rodriguez', 'Stephen Rea']",Tim Hunter,6.2,6800000,NA,NA,NA,['English'],"['ArcProductions', 'Emmett/Furla/OasisFilms(EFOFilms)', 'MillenniumFilms']"
4680,$5 a Day,2008,"['Comedy', 'Drama']",P, 90,"['Christopher Walken', 'Alessandro Nivola', 'Sharon Stone', 'Dean Cain']",Nigel Cole,6.4,NA,NA,NA,NA,['English'],"['CapitolFilms', 'AramidEntertainmentFund', 'CarolBaumProductions']"
4681,Unearthed,2007,"['Horror', 'Mystery', 'Sci-Fi', 'Thriller']",R, 93,"['Emmanuelle Vaugier', 'Luke Goss', 'Beau Garrett', 'Deborah Offner']",Matthew Leutwyler,4.0,NA,NA,NA,NA,['English'],"['ColdIronPictures', 'AmbushEntertainment', 'CombustionStudios']"
4682,Pervert!,2005,"['Comedy', 'Horror']",NA,NA,"['Malik Carter', 'Sean Andrews', 'Tula', 'Mary Carey']",Jonathan Yudis,4.6,NA,NA,NA,NA,['English'],"['InfiniteEntertainment', 'StagFilms']"
4683,Hush,2008,"['Horror', 'Thriller']",NA, 91,"['William Ash', 'Christine Bottomley', 'Andreas Wisniewski', 'Claire Keelan']",Mark Tonderai,6.0,            Budget:£1000000,NA,NA,NA,['English'],"['Film4', 'WarpX', 'UKFilmCouncil']"
4684,Adam and Eve,2005,"['Comedy', 'Drama', 'Romance']",R, 91,"['Cameron Douglas', 'Emmanuelle Chriqui', 'Chad Lindberg', 'Jake Hoffman']",Jeff Kanew,4.5,NA,NA,NA,NA,['English'],"['Adam&EvePictures', 'LiquidFilms']"
4685,A Little Trip to Heaven,2005,[],R, 90,[],NA,6.0,12000000,NA,NA,NA,['English'],"['BlueeyesProductions', 'PinkProductions', 'PalomarPictures(II)']"
4686,Ninja Cheerleaders,2008,[],R, 81,[],NA,3.5,NA,NA,NA,NA,['English'],"['Hi-FidelityFilms', 'MercurybarProductions', 'NCSProductions']"
4687,5ive Girls,2006,"['Horror', 'Thriller']",NA, 95,"['Ron Perlman', 'Jennifer Miller', 'Jordan Madley', 'Terra Vnesa']",Warren P. Sonoda,4.5,3000000,NA,NA,NA,['English'],"['5iveGirlsFilms', 'PeaceArchEntertainmentGroup']"
4688,A Film with Me in It,2008,"['Comedy', 'Thriller']",NA, 89,"['Dylan Moran', 'Mark Doherty', 'Keith Allen', 'Amy Huberman']",Ian Fitzgibbon,6.7,NA,NA,NA,NA,['English'],"['ParallelFilmProductions', 'ScreenIreland']"
4689,Numb,2007,"['Comedy', 'Drama', 'Romance']",R, 93,"['Matthew Perry', 'Lynn Collins', 'Kevin Pollak', 'Bob Gunton']",Harris Goldberg,6.7,3300000,NA,NA,NA,['English'],"['FriesFilmGroup', 'InsightFilmStudios', 'PaulSchiffProductions']"
4690,Mouth to Mouth,2005,Drama,NA,NA,"['Ellen Page', 'Natasha Wightman', 'August Diehl', 'Beatrice Brown']",Alison Murray,6.3,NA,1406,NA,NA,"['English', 'German', 'French']","['M2MFilms', 'EgoliTossellFilm', 'Hellhound']"
4691,The Education of Charlie Banks,2007,Drama,R,NA,"['Jesse Eisenberg', 'Jason Ritter', 'Eva Amurri Martino', 'Chris Marquette']",Fred Durst,6.6,5000000,8538,14547 5 April 2009,NA,['English'],"['CharlieBanks', 'MyriadPictures', 'StraightUpFilms']"
4692,Otis,2008,"['Comedy', 'Crime', 'Horror', 'Thriller']",NA,100,"['Tarah Paige', 'Bostin Christopher', 'Ashley Johnson', 'Tracy Scoggins']",Tony Krantz,6.0,NA,NA,NA,NA,['English'],"['WarnerHomeVideo', 'RawFeed', 'FlameVentures']"
4693,Birds of America,2008,"['Comedy', 'Drama']",R, 85,"['Matthew Perry', 'Ben Foster', 'Ginnifer Goodwin', 'Lauren Graham']",Craig Lucas,6.1,NA,NA,NA,NA,['English'],"['PlumPictures', 'iDealPartnersFilmFund', 'HansonAllenFilms']"
4694,Eulogy,2004,[],R, 91,[],NA,6.6,6500000,41788,70527 24 October 2004,NA,['English'],"['EulogyProductionsLLC', 'OvationEntertainmentLLC', 'S.R.O.EntertainmentAG']"
4695,Enduring Love,2004,"['Drama', 'Mystery', 'Romance', 'Thriller']",R,100,"['Rhys Ifans', 'Daniel Craig', 'Samantha Morton', 'Bill Weston']",Roger Michell,6.4,NA,34610,358262 20 February 2005,NA,['English'],"['Path\\xc3\\xa9PicturesInternational', 'UKFilmCouncil', 'FilmFour']"
4696,Pieces of April,2003,"['Comedy', 'Drama']",P, 80,"['Katie Holmes', 'Oliver Platt', 'Patricia Clarkson', 'Derek Luke']",Peter Hedges,7.1,300000,48422,2528664,743364,"['English', 'Mandarin']","['UnitedArtists', 'IFCProductions', 'InDigEnt(IndependentDigitalEntertainment)']"
4697,Dot the I,2003,[],R,NA,[],NA,6.8,NA,9581,306224 21 August 2005,NA,['English'],"['AlquimiaCinema', 'ArcanePictures', 'SummitEntertainment']"
4698,Fear X,2003,[],P, 91,[],NA,6.0,6600000,NA,NA,NA,['English'],"['AmericanEntertainmentInvestors', 'DetDanskeFilminstitut', 'FearXLtd.']"
4699,Carolina,2003,"['Comedy', 'Drama', 'Romance']",P, 96,"['Julia Stiles', 'Shirley MacLaine', 'Alessandro Nivola', 'Randy Quaid']",Marleen Gorris,6.2,15000000,NA,NA,NA,['English'],"['Bregman-IACProductions', 'CarolBaumProductions', 'CarolinaTornAsunderInc.']"
4700,Northfork,2003,[],P,103,[],NA,6.4,1900000,61481,1420578 28 December 2003,NA,['English'],"['ParamountClassics', 'RomanoShaneProductions', 'DepartureEntertainment']"
4701,Buying the Cow,2002,"['Comedy', 'Romance']",R, 88,"['Jerry O\\u0027Connell', 'Bill Bellamy', 'Bridgette Wilson-Sampras', 'Ryan Reynolds']",Walt Becker,5.9,NA,NA,NA,NA,['English'],['DestinationFilms']
4702,Shortcut to Happiness,2003,[],P,106,[],NA,5.5,25000000,NA,NA,NA,['English'],"['YariFilmGroup(YFG)', 'CuttingEdgeEntertainment', 'ElDoradoPictures']"
4703,Fat Pizza,2003,[],NA, 96,[],NA,5.9,NA,NA,NA,NA,['English'],"['VillageRoadshowPictures', 'FatPizzaProductions', 'SBSIndependent']"
4704,Highway,2002,[],R, 97,[],NA,6.3,14000000,NA,NA,NA,['English'],['AlexEntertainmentInc.']
4705,Tadpole,2000,[],P, 78,[],NA,6.2,150000,80682,2882062 19 January 2003,NA,"['English', 'French']","['Miramax', 'InDigEnt(IndependentDigitalEntertainment)', 'DollyHallProductions']"
4706,Our Lips Are Sealed,2000,[],NA, 89,[],NA,5.2,NA,NA,NA,NA,['English'],"['CourageFilms', 'DualstarProductions', 'TapestryFilms']"
4707,Cherry Falls,2000,"['Horror', 'Mystery', 'Thriller']",R, 92,"['Brittany Murphy', 'Jay Mohr', 'Michael Biehn', 'Jesse Bradford']",Geoffrey Wright,5.1,14000000,NA,NA,NA,['English'],"['RoguePictures', 'FreshProduceCompany', 'IndustryEntertainment']"
4708,Desert Heat,1999,[],R, 95,[],NA,5.2,15000000,NA,NA,NA,['English'],"['LongRoadProductions', 'KPIProductions', 'Davis-Films']"
4709,My Little Eye,2002,[],R, 95,[],NA,5.6,            Budget:£2000000,NA,NA,NA,['English'],"['StudioCanal', 'UniversalPictures', 'WT2Productions']"
4710,No Good Deed,2002,[],R, 97,[],NA,5.5,12000000,NA,181600 18 September 2003,NA,['English'],"['ApolloMediaDistribution', 'KismetEntertainmentGroup', 'RemstarFilms']"
4711,Plunkett & Macleane,1999,[],R, 99,[],NA,6.4,NA,244765,474900 31 October 1999,NA,['English'],"['ArtsCouncilofEngland', 'PolyGramFilmedEntertainment', 'WorkingTitleFilms']"
4712,The Safety of Objects,2001,[],R,121,[],NA,6.6,NA,86250,319125 22 June 2003,NA,['English'],"['RenaissanceFilms', 'VulcanProductions', 'Infilm']"
4713,Maybe Baby,2000,[],R,104,[],NA,5.7,NA,8351,8351 26 August 2001,NA,['English'],"['PandoraCinema', 'BBCFilms']"
4714,Flywheel,2003,[],NA,NA,[],NA,6.9,20000,NA,NA,NA,['English'],"['CarmelEntertainment', 'ProvidentFilms', 'SherwoodPictures']"
4715,Beowulf,1999,[],R, 95,[],NA,4.1,3500000,NA,NA,NA,['English'],"['TheKushner-LockeCompany', 'CapitolFilms', 'ThresholdEntertainment']"
4716,Blow Dry,2001,"['Comedy', 'Drama', 'Romance']",R, 94,"['Alan Rickman', 'Natasha Richardson', 'Rachel Griffiths', 'Rachael Leigh Cook']",Paddy Breathnach,6.3,NA,240166,637769 8 April 2001,NA,['English'],"['IMFInternationaleMedienundFilmGmbH&Co.ProduktionsKG', 'IntermediaFilms', 'MirageEnterprises']"
4717,Lockdown,2000,"['Drama', 'Thriller']",R,105,"['Richard T. Jones', 'De\\u0027aundre Bonds', 'Gabriel Casseus', 'Master P']",John Luessenhop,6.2,NA,83377,449482 16 March 2003,NA,['English'],"['EvolutionEntertainment', 'NoLimitFilms', 'PalmPictures']"
4718,Liberty Heights,1999,"['Drama', 'Music', 'Romance']",R,127,"['Adrien Brody', 'Bebe Neuwirth', 'Joe Mantegna', 'Ben Foster']",Barry Levinson,7.1,NA,95247,3732398 2 April 2000,NA,"['English', 'German', 'Yiddish']","['BaltimorePictures', 'SpringCreekProductions']"
4719,CQ,2001,[],R, 88,[],NA,6.3,7000000,54942,411034 8 September 2002,NA,"['English', 'French', 'Italian']","['UnitedArtists', 'AmericanZoetrope', 'DeluxProductions']"
4720,Cradle Will Rock,1999,[],R,132,[],NA,6.9,32000000,93998,2899970 23 April 2000,NA,"['English', 'Italian']","['CradleProductionsInc.', 'Havoc', 'TouchstonePictures']"
4721,Deathwatch,2002,[],R, 94,[],NA,6.0,NA,NA,NA,NA,"['English', 'French', 'German']","['ApolloMediaDistribution', 'BavariaFilm', 'F.A.M.E.Film&MusicEntertainmentAG']"
4722,The Secret of Roan Inish,1994,"['Drama', 'Family', 'Fantasy']",P,103,"['Jeni Courtney', 'Eileen Colgan', 'Mick Lally', 'Pat Slowey']",John Sayles,7.5,3000000,NA,6101600,NA,"['English', 'Irish']","['JonesEntertainmentGroup', 'SkerryProductions']"
